ShipmentID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Customer_id,Delivery_start,Delivery_end
334,B,Ship,3,4,211,medium,M,8,3710,1,26,2022-01-10,2022-02-08
335,C,Ship,4,2,220,low,M,33,2854,1,112,2022-09-10,2022-10-11
336,F,Ship,3,1,194,low,M,64,2026,1,490,2022-12-26,2023-01-29
337,D,Ship,5,1,262,medium,F,58,3599,1,319,2022-03-29,2022-05-03
338,F,Ship,4,4,201,low,F,1,3147,1,303,2022-09-21,2022-10-12
339,A,Ship,3,5,261,medium,M,15,2989,1,117,2022-08-21,2022-09-12
340,B,Ship,4,4,191,low,F,60,3425,1,141,2022-05-11,2022-06-01
341,C,Ship,2,5,255,medium,F,53,3775,1,483,2022-02-28,2022-03-14
342,F,Ship,3,2,169,high,M,30,1698,1,323,2022-12-25,2022-12-28
343,D,Ship,4,5,162,medium,M,64,1918,1,397,2022-05-13,2022-06-07
344,F,Ship,2,5,248,low,F,62,2750,1,432,2022-10-09,2022-11-21
345,A,Ship,5,3,197,low,F,2,2222,1,293,2022-07-07,2022-08-13
346,B,Ship,5,1,264,low,M,6,2882,1,443,2022-06-22,2022-07-16
347,C,Ship,5,5,260,medium,F,55,2791,1,186,2022-04-27,2022-06-01
348,F,Ship,5,3,186,medium,F,58,2259,1,231,2022-11-22,2022-12-04
349,D,Ship,4,5,233,low,F,44,2551,1,224,2022-10-16,2022-10-30
350,F,Ship,5,1,161,low,M,47,1954,1,376,2022-12-27,2023-01-22
351,A,Ship,4,5,188,low,F,13,2409,1,376,2022-10-21,2022-12-03
352,B,Ship,5,5,171,medium,F,22,1695,1,117,2022-08-09,2022-08-23
353,C,Ship,2,2,267,medium,M,15,2481,1,170,2022-04-21,2022-06-02
354,F,Ship,4,3,255,high,M,47,2956,1,308,2022-11-27,2022-12-20
355,D,Ship,3,2,132,low,F,56,1303,1,81,2022-12-28,2023-01-22
356,F,Ship,5,1,266,low,F,31,3157,1,429,2022-12-28,2023-01-06
357,A,Ship,3,4,198,low,M,25,2774,1,118,2022-08-12,2022-08-31
358,B,Ship,2,3,247,medium,F,62,3127,1,240,2022-06-17,2022-07-10
359,C,Ship,3,1,140,medium,F,65,1291,1,164,2022-10-14,2022-11-17
360,F,Ship,4,3,131,low,M,6,1659,1,115,2022-08-02,2022-08-17
361,D,Ship,5,2,246,medium,M,49,3236,1,72,2022-08-01,2022-08-26
362,F,Ship,3,2,159,medium,F,4,1681,1,153,2022-03-23,2022-05-01
363,A,Ship,3,5,203,medium,M,61,3642,1,437,2022-03-12,2022-04-07
364,B,Ship,4,3,187,high,F,29,3141,1,66,2022-01-30,2022-02-07
365,C,Ship,6,2,146,low,F,62,1936,1,152,2022-01-01,2022-02-02
366,F,Ship,3,2,234,medium,M,39,2099,1,262,2022-09-21,2022-10-30
367,D,Ship,3,4,122,high,F,15,1354,1,166,2022-07-13,2022-07-21
368,F,Ship,3,3,135,low,M,8,1074,1,387,2022-11-20,2022-11-26
369,A,Ship,3,5,103,low,M,3,1403,1,234,2022-03-16,2022-03-30
370,B,Ship,3,5,257,medium,F,19,2173,1,135,2022-02-19,2022-03-04
371,C,Ship,4,3,169,low,M,2,1399,1,28,2022-09-20,2022-10-10
372,F,Ship,4,5,159,medium,M,18,1808,1,400,2022-06-05,2022-07-01
373,D,Ship,4,5,188,low,M,38,3031,1,151,2022-06-23,2022-08-01
374,F,Ship,5,1,136,medium,M,19,1420,1,74,2022-03-02,2022-04-05
375,A,Ship,5,1,227,low,F,19,3007,1,179,2022-02-14,2022-02-17
376,B,Ship,3,5,262,low,F,53,3275,1,319,2022-08-15,2022-08-26
377,C,Ship,2,3,157,low,M,45,1965,1,53,2022-09-09,2022-09-24
378,F,Ship,5,3,238,medium,F,21,2053,1,180,2022-07-02,2022-07-13
379,D,Ship,3,5,152,low,M,43,1282,1,324,2022-10-03,2022-10-14
380,F,Ship,3,2,201,medium,M,5,2040,1,498,2022-06-09,2022-07-19
381,A,Ship,3,4,148,low,M,54,1778,1,11,2022-07-06,2022-08-19
382,B,Ship,5,2,199,low,F,59,2885,1,381,2022-01-29,2022-02-25
383,C,Ship,5,4,215,low,F,45,3501,1,47,2022-08-29,2022-09-01
384,F,Ship,4,5,175,low,M,40,1270,1,102,2022-09-09,2022-10-09
385,D,Road,4,3,236,high,M,23,3123,1,441,2022-06-10,2022-06-26
386,F,Road,2,5,182,medium,F,57,2896,1,297,2022-04-13,2022-05-14
387,A,Road,3,1,251,medium,M,42,3698,1,299,2022-03-23,2022-03-28
388,B,Road,5,2,173,low,F,7,1855,1,172,2022-11-30,2022-12-03
389,C,Road,4,3,225,low,F,62,2587,1,309,2022-06-13,2022-07-26
390,F,Road,4,2,167,low,F,20,1705,1,213,2022-07-27,2022-08-28
391,D,Road,4,1,259,low,M,20,2154,1,425,2022-04-13,2022-04-29
392,F,Road,4,1,178,medium,F,63,1573,1,119,2022-11-21,2023-01-05
393,A,Road,4,4,178,medium,F,13,1614,1,286,2022-03-12,2022-04-18
394,B,Road,5,4,169,low,F,20,1765,1,482,2022-01-19,2022-02-11
395,C,Road,3,2,272,low,M,33,2321,1,493,2022-11-04,2022-12-06
396,F,Road,4,4,183,low,M,29,3251,1,197,2022-04-02,2022-04-24
397,D,Road,3,4,205,low,F,10,2728,1,146,2022-05-19,2022-06-08
398,F,Road,2,1,123,low,F,53,1036,1,52,2022-10-04,2022-11-13
399,A,Road,4,3,152,low,M,58,1453,1,102,2022-01-22,2022-02-26
400,B,Road,3,1,220,high,F,40,3773,1,375,2022-10-23,2022-12-01
401,C,Road,4,3,134,low,M,51,1965,1,295,2022-10-22,2022-11-03
402,F,Road,3,2,217,high,M,19,2992,1,490,2022-05-10,2022-05-20
403,D,Road,3,2,265,low,F,49,2791,1,203,2022-08-31,2022-09-23
404,F,Road,4,2,249,medium,M,36,3836,1,198,2022-02-28,2022-03-07
405,A,Road,5,3,213,medium,F,50,2003,1,177,2022-06-02,2022-06-04
406,B,Road,2,2,124,low,F,56,1494,1,416,2022-06-12,2022-07-20
407,C,Flight,4,1,180,low,M,23,1193,1,59,2022-07-19,2022-08-29
408,F,Flight,4,5,193,medium,M,65,2267,1,432,2022-10-11,2022-11-12
409,D,Flight,3,2,192,medium,M,43,3339,1,389,2022-05-10,2022-05-11
410,F,Flight,2,5,166,medium,M,3,1832,1,464,2022-06-10,2022-07-21
411,A,Flight,3,2,264,medium,M,5,3861,1,397,2022-07-11,2022-07-21
412,B,Flight,3,4,200,medium,M,14,3528,1,425,2022-03-27,2022-03-28
413,C,Flight,4,3,142,medium,M,12,1396,1,29,2022-07-12,2022-07-23
414,F,Flight,4,1,215,low,M,32,3066,1,78,2022-07-07,2022-08-04
415,D,Flight,2,1,218,low,M,15,2745,1,106,2022-10-02,2022-10-03
416,F,Flight,3,2,115,low,F,27,1814,1,388,2022-10-10,2022-11-09
417,A,Flight,4,3,159,low,M,33,1330,1,29,2022-08-23,2022-09-13
418,B,Flight,5,5,133,low,M,63,1218,1,156,2022-04-22,2022-05-31
419,C,Flight,5,2,178,low,M,48,1517,1,469,2022-06-03,2022-07-15
420,F,Flight,4,2,134,low,F,43,1714,1,139,2022-02-26,2022-03-28
421,D,Flight,3,1,184,medium,F,58,2544,1,431,2022-09-17,2022-09-27
422,F,Flight,4,2,251,medium,M,24,2405,1,209,2022-12-18,2023-01-30
423,A,Flight,3,2,141,low,M,7,1933,1,449,2022-01-17,2022-02-13
424,B,Flight,4,4,229,medium,M,45,3776,1,489,2022-05-21,2022-05-31
425,C,Flight,4,1,203,low,M,34,3813,1,208,2022-07-11,2022-08-24
426,F,Flight,4,3,158,medium,F,57,1911,1,263,2022-01-21,2022-01-29
427,D,Flight,3,4,167,medium,M,52,1755,1,458,2022-06-29,2022-07-09
428,F,Flight,5,4,197,low,F,40,3303,1,343,2022-07-14,2022-08-05
429,A,Ship,2,2,140,low,F,19,1806,1,258,2022-02-13,2022-03-08
430,B,Ship,5,1,205,medium,M,27,3569,1,66,2022-08-22,2022-09-14
431,C,Ship,5,5,208,low,F,45,2018,1,322,2022-09-12,2022-10-18
432,F,Ship,4,2,96,low,M,22,1294,1,268,2022-10-14,2022-10-31
433,D,Ship,6,4,205,low,F,44,2064,1,215,2022-01-20,2022-02-18
434,F,Ship,4,2,215,medium,F,48,2953,1,317,2022-12-25,2023-01-01
435,A,Ship,4,1,216,low,F,43,2643,1,332,2022-02-02,2022-02-08
436,B,Ship,3,1,112,high,M,22,1846,1,259,2022-11-27,2023-01-10
437,C,Ship,5,4,222,low,F,20,3632,1,90,2022-12-24,2023-01-30
438,F,Ship,5,2,186,medium,F,15,2153,1,430,2022-07-17,2022-07-21
439,D,Ship,3,5,241,medium,M,48,2841,1,90,2022-04-19,2022-05-26
440,F,Ship,3,3,172,low,F,58,1269,1,146,2022-07-02,2022-07-30
441,A,Ship,3,5,251,high,M,23,2426,1,284,2022-01-03,2022-01-28
442,B,Ship,5,3,190,high,M,45,2628,1,471,2022-05-26,2022-05-27
443,C,Ship,4,3,186,medium,F,48,2805,1,149,2022-10-20,2022-11-06
444,F,Ship,4,4,207,medium,M,35,2596,1,269,2022-12-01,2023-01-01
445,D,Ship,3,3,135,low,F,19,1366,1,155,2022-10-12,2022-11-21
446,F,Ship,4,4,189,medium,F,18,2955,1,138,2022-09-02,2022-09-19
447,A,Ship,4,4,173,medium,F,51,1691,1,490,2022-09-24,2022-10-02
448,B,Ship,3,4,194,medium,M,3,2169,1,242,2022-08-02,2022-09-06
449,C,Ship,3,1,183,low,M,19,3018,1,55,2022-03-19,2022-04-10
450,F,Ship,4,3,140,low,F,22,1248,1,250,2022-09-30,2022-10-01
451,D,Ship,4,4,244,medium,F,55,2782,1,484,2022-06-07,2022-06-11
452,F,Ship,2,3,189,low,M,34,3355,1,80,2022-05-02,2022-06-08
453,A,Ship,3,2,157,medium,M,53,1390,1,10,2022-05-27,2022-06-24
454,B,Ship,4,1,275,medium,F,23,2726,1,466,2022-12-02,2022-12-22
455,C,Ship,4,5,133,low,F,53,1467,1,67,2022-04-02,2022-05-06
456,F,Ship,4,1,149,medium,M,54,1178,1,169,2022-01-27,2022-02-12
457,D,Ship,3,3,254,high,M,17,3153,1,64,2022-02-26,2022-03-27
458,F,Ship,3,4,145,low,F,15,1429,1,127,2022-12-09,2022-12-10
459,A,Ship,3,2,179,low,F,52,1991,1,143,2022-03-25,2022-05-08
460,B,Ship,5,2,168,low,M,26,1526,1,240,2022-07-04,2022-07-29
461,C,Ship,4,1,202,medium,F,18,3940,1,231,2022-12-19,2023-01-21
462,F,Ship,3,4,220,low,M,43,2620,1,42,2022-07-14,2022-08-17
463,D,Ship,3,4,244,low,M,1,2703,1,402,2022-06-10,2022-06-25
464,F,Ship,4,2,186,medium,F,40,3111,1,421,2022-08-02,2022-09-16
465,A,Ship,5,2,263,medium,M,24,3139,1,54,2022-04-28,2022-05-17
466,B,Ship,3,2,294,low,F,15,1318,1,188,2022-06-03,2022-07-04
467,C,Ship,3,5,226,medium,F,2,1043,1,35,2022-06-28,2022-07-22
468,F,Ship,4,4,173,medium,F,2,1175,1,379,2022-08-03,2022-08-24
469,D,Ship,3,5,194,medium,F,10,2277,1,385,2022-08-13,2022-09-09
470,F,Ship,3,5,183,low,F,2,3459,1,493,2022-08-12,2022-08-13
471,A,Ship,4,1,140,low,M,61,1770,1,138,2022-03-31,2022-05-12
472,B,Ship,4,3,244,medium,M,8,3318,1,408,2022-08-20,2022-09-26
473,C,Ship,2,2,189,low,M,9,3413,1,415,2022-03-14,2022-03-28
474,F,Ship,3,1,157,medium,F,39,1525,1,297,2022-07-29,2022-08-23
475,D,Ship,4,3,275,medium,M,10,2093,1,498,2022-07-29,2022-08-11
476,F,Ship,4,5,133,low,M,59,1092,1,434,2022-05-18,2022-05-29
477,A,Ship,4,2,149,medium,M,26,1863,1,332,2022-10-18,2022-11-03
478,B,Ship,3,4,254,high,F,41,3973,1,391,2022-12-02,2023-01-05
479,C,Ship,3,4,145,low,F,24,1594,1,386,2022-07-13,2022-08-06
480,F,Ship,3,5,179,low,M,56,1113,1,34,2022-01-05,2022-02-13
481,D,Ship,5,4,168,low,F,13,1317,1,206,2022-11-13,2022-11-20
482,F,Ship,4,5,202,medium,F,46,3181,1,59,2022-06-29,2022-07-17
483,A,Ship,3,3,220,low,M,25,2141,1,151,2022-09-30,2022-10-23
484,B,Ship,3,2,244,low,F,50,3562,1,120,2022-06-18,2022-07-09
485,C,Ship,4,3,186,medium,F,30,2062,1,50,2022-08-29,2022-09-25
486,F,Ship,5,5,263,medium,F,9,2236,1,473,2022-03-25,2022-04-11
487,D,Ship,3,1,294,low,F,25,1498,1,114,2022-06-11,2022-07-16
488,F,Ship,4,1,139,low,F,56,1811,1,341,2022-11-26,2022-12-05
489,A,Ship,7,5,192,low,M,46,1550,1,60,2022-06-03,2022-06-05
490,B,Ship,3,3,235,low,M,5,3065,1,141,2022-11-21,2022-12-01
491,C,Ship,2,1,176,low,F,15,1996,1,449,2022-07-14,2022-07-23
492,F,Ship,5,4,224,low,F,34,2627,1,438,2022-01-11,2022-02-19
493,D,Ship,3,4,128,medium,F,51,1524,1,344,2022-08-27,2022-09-26
494,F,Ship,5,4,226,low,M,47,2240,1,292,2022-05-21,2022-06-20
495,A,Ship,5,1,160,medium,F,16,1526,1,142,2022-10-29,2022-11-14
496,B,Ship,3,1,197,low,M,45,2224,1,138,2022-09-16,2022-09-21
497,C,Ship,4,2,216,low,F,12,2273,1,164,2022-08-18,2022-09-21
498,F,Ship,4,4,199,low,M,9,3075,1,484,2022-06-18,2022-06-19
499,D,Ship,5,5,271,low,M,27,3957,1,262,2022-12-08,2023-01-06
500,F,Ship,5,1,201,low,F,47,2657,1,412,2022-06-12,2022-06-29
501,A,Ship,3,4,212,low,M,33,2021,1,339,2022-01-07,2022-01-24
502,B,Ship,3,2,177,low,M,10,1641,1,83,2022-01-17,2022-02-19
503,C,Ship,3,4,191,medium,F,43,2903,1,209,2022-12-19,2023-01-20
504,F,Ship,3,2,174,low,M,30,1986,1,444,2022-12-03,2023-01-03
505,D,Ship,5,3,162,low,F,14,1045,1,359,2022-06-10,2022-06-20
506,F,Ship,3,1,219,low,F,39,2696,1,227,2022-06-24,2022-07-12
507,A,Ship,4,4,155,medium,F,35,1421,1,179,2022-12-27,2023-01-14
508,B,Ship,5,3,230,medium,F,3,2923,1,358,2022-11-01,2022-12-14
509,C,Ship,4,5,192,medium,F,36,2497,1,429,2022-01-19,2022-02-21
510,F,Ship,5,2,235,low,M,14,2984,1,144,2022-04-08,2022-05-17
511,D,Ship,3,2,200,low,M,46,3642,1,490,2022-11-27,2023-01-04
512,F,Ship,5,2,172,medium,M,65,1667,1,307,2022-11-26,2022-12-15
513,A,Ship,5,4,160,low,F,6,1603,1,408,2022-12-03,2023-01-02
514,B,Ship,5,3,250,low,M,12,2722,1,192,2022-10-31,2022-11-15
515,C,Ship,4,2,174,low,M,9,1682,1,241,2022-01-07,2022-02-08
516,F,Ship,3,2,204,high,F,54,3608,1,37,2022-11-04,2022-12-02
517,D,Ship,3,5,274,medium,F,51,3476,1,53,2022-06-23,2022-07-26
518,F,Ship,5,5,262,medium,F,62,3744,1,306,2022-03-19,2022-04-12
519,A,Ship,4,5,138,medium,M,23,1785,1,471,2022-08-27,2022-10-02
520,B,Ship,3,1,215,medium,F,2,3873,1,321,2022-09-16,2022-10-30
521,C,Ship,3,1,145,low,F,34,1773,1,429,2022-04-23,2022-04-26
522,F,Road,4,5,149,medium,M,56,1141,1,447,2022-04-18,2022-05-31
523,D,Road,6,5,212,medium,M,38,2359,1,131,2022-12-04,2022-12-05
524,F,Road,3,1,155,medium,F,47,1193,1,158,2022-11-22,2023-01-01
525,A,Road,5,2,154,low,M,40,1238,1,42,2022-08-17,2022-09-17
526,B,Road,3,3,249,medium,M,51,2173,1,54,2022-02-02,2022-02-12
527,C,Road,5,1,206,low,M,2,3490,1,278,2022-01-03,2022-01-11
528,F,Road,4,5,235,medium,F,22,2015,1,93,2022-11-21,2022-11-25
529,D,Road,5,5,261,medium,F,8,3257,1,193,2022-01-23,2022-03-07
530,F,Road,6,1,243,high,F,22,3537,1,419,2022-08-18,2022-08-22
531,A,Road,3,2,237,high,M,26,3103,1,275,2022-08-03,2022-08-09
532,B,Road,2,4,179,low,F,19,1900,1,63,2022-02-20,2022-02-21
533,C,Road,4,3,192,low,F,43,3498,1,439,2022-08-18,2022-08-23
534,F,Road,3,1,141,medium,F,39,1838,1,41,2022-05-15,2022-06-06
535,D,Road,3,2,245,low,F,61,2188,1,185,2022-01-20,2022-02-04
536,F,Road,4,4,177,medium,F,32,1774,1,21,2022-12-28,2023-02-04
537,A,Road,2,3,154,high,F,17,1897,1,370,2022-03-23,2022-05-05
538,B,Road,4,4,228,medium,F,12,3359,1,56,2022-02-06,2022-03-01
539,C,Road,3,3,207,high,F,24,3702,1,315,2022-09-19,2022-10-10
540,F,Road,4,4,266,medium,F,33,2701,1,421,2022-01-28,2022-03-03
541,D,Road,3,3,172,medium,F,42,1707,1,272,2022-03-02,2022-03-15
542,F,Road,4,3,142,low,F,35,1512,1,264,2022-06-27,2022-07-10
543,A,Road,4,5,218,low,F,40,3200,1,96,2022-08-03,2022-08-23
544,B,Flight,3,3,231,low,M,46,2962,1,428,2022-09-24,2022-11-01
545,C,Flight,4,2,180,low,F,47,1434,1,444,2022-08-02,2022-09-09
546,F,Flight,3,1,168,low,M,46,1886,1,480,2022-12-02,2022-12-29
547,D,Flight,5,5,147,high,F,42,1642,1,75,2022-06-21,2022-07-24
548,F,Flight,5,4,245,low,M,6,3592,1,201,2022-05-04,2022-06-07
549,A,Flight,2,4,182,medium,M,47,3792,1,394,2022-08-12,2022-09-05
550,B,Flight,3,4,176,medium,F,8,1567,1,409,2022-04-22,2022-05-30
551,C,Flight,5,3,197,medium,F,51,2917,1,489,2022-04-14,2022-05-06
552,F,Flight,3,5,233,medium,M,52,3519,1,176,2022-07-25,2022-08-16
553,D,Flight,3,4,156,low,M,8,1145,1,93,2022-06-29,2022-07-23
554,F,Flight,2,3,257,medium,F,52,2073,1,104,2022-04-24,2022-06-02
555,A,Flight,5,4,250,low,F,11,3373,1,230,2022-10-01,2022-10-24
556,B,Flight,5,4,189,low,M,3,3301,1,335,2022-11-30,2023-01-07
557,C,Flight,3,3,255,high,M,7,3311,1,381,2022-08-04,2022-08-27
558,F,Flight,2,3,198,medium,M,28,3514,1,353,2022-08-27,2022-09-18
559,D,Flight,4,2,164,medium,M,15,1489,1,405,2022-06-23,2022-07-11
560,F,Flight,5,2,271,medium,M,32,3785,1,475,2022-09-13,2022-10-20
561,A,Flight,3,1,185,medium,F,34,3299,1,80,2022-02-01,2022-03-01
562,B,Flight,2,5,157,high,F,17,1764,1,24,2022-11-11,2022-11-13
563,C,Flight,3,2,137,medium,M,17,1673,1,63,2022-06-15,2022-07-01
564,F,Flight,3,3,229,low,M,14,2164,1,302,2022-05-26,2022-07-10
565,D,Flight,3,3,234,medium,F,39,2449,1,136,2022-11-16,2022-12-11
566,F,Ship,4,3,216,low,M,52,3578,1,470,2022-11-06,2022-12-07
567,A,Ship,3,1,163,low,F,20,1940,1,41,2022-11-09,2022-12-04
568,B,Ship,5,2,268,low,M,19,2526,1,488,2022-09-29,2022-11-06
569,C,Ship,3,3,205,medium,M,35,2988,1,272,2022-01-06,2022-02-18
570,F,Ship,4,5,265,medium,F,18,2969,1,307,2022-08-25,2022-09-15
571,D,Ship,2,2,236,medium,M,3,3416,1,454,2022-09-01,2022-09-23
572,F,Ship,4,1,132,low,M,63,1901,1,333,2022-10-24,2022-11-02
573,A,Ship,3,4,234,medium,M,46,3108,1,135,2022-03-22,2022-04-17
574,B,Ship,4,3,108,low,F,22,1745,1,337,2022-09-30,2022-10-08
575,C,Ship,4,2,276,low,M,54,3706,1,236,2022-08-25,2022-09-22
576,F,Ship,4,2,179,low,M,1,1063,1,489,2022-08-01,2022-09-12
577,D,Ship,4,1,230,medium,M,40,2225,1,307,2022-05-10,2022-05-28
578,F,Ship,3,2,210,medium,F,43,2096,1,16,2022-04-19,2022-05-06
579,A,Ship,3,2,173,low,F,15,1992,1,239,2022-10-26,2022-12-08
580,B,Ship,2,5,201,medium,F,29,3894,1,457,2022-09-24,2022-10-12
581,C,Ship,3,3,214,low,M,21,3342,1,106,2022-12-11,2023-01-04
582,F,Ship,4,2,216,medium,F,22,3024,1,53,2022-07-23,2022-08-10
583,D,Ship,2,5,144,medium,M,61,1313,1,472,2022-01-12,2022-02-25
584,F,Ship,5,5,182,medium,F,27,3039,1,130,2022-08-03,2022-08-11
585,A,Ship,3,3,163,medium,F,48,1369,1,96,2022-08-10,2022-08-17
586,B,Ship,3,3,234,medium,F,8,2334,1,44,2022-10-04,2022-10-22
587,C,Ship,3,2,158,high,F,59,1307,1,98,2022-02-18,2022-04-02
588,F,Ship,3,5,194,medium,M,4,3496,1,130,2022-09-23,2022-09-30
589,D,Ship,3,1,201,medium,F,3,2497,1,217,2022-12-06,2022-12-11
590,F,Ship,3,2,178,medium,F,59,1933,1,486,2022-11-14,2022-11-18
591,A,Ship,4,1,214,medium,M,51,2669,1,138,2022-05-20,2022-06-01
592,B,Ship,3,3,281,medium,M,55,3047,1,254,2022-05-31,2022-06-05
593,C,Ship,3,2,260,medium,F,2,2176,1,427,2022-05-20,2022-05-26
594,F,Ship,3,2,200,medium,F,46,3174,1,52,2022-04-29,2022-05-16
595,D,Ship,5,3,209,high,F,49,2581,1,257,2022-02-25,2022-03-06
596,F,Ship,3,1,185,low,M,61,3280,1,34,2022-02-15,2022-02-20
597,A,Ship,4,3,230,low,F,62,2236,1,143,2022-03-14,2022-04-09
598,B,Ship,3,4,134,medium,F,31,1540,1,146,2022-01-09,2022-01-11
599,C,Ship,4,5,270,low,F,34,2821,1,490,2022-06-14,2022-07-10
600,F,Ship,4,1,140,medium,F,1,1464,1,431,2022-09-11,2022-09-19
601,D,Ship,6,3,133,medium,M,32,1367,1,456,2022-07-11,2022-07-16
602,F,Ship,3,4,145,medium,M,44,1218,1,333,2022-04-01,2022-04-15
603,A,Ship,4,3,206,medium,M,58,2135,1,317,2022-07-31,2022-09-01
604,B,Ship,3,1,162,low,F,52,1125,1,1,2022-08-30,2022-09-09
605,C,Ship,4,3,187,low,F,58,3665,1,100,2022-03-13,2022-03-20
606,F,Ship,4,4,166,low,F,54,1203,1,51,2022-04-03,2022-04-16
607,D,Ship,4,5,178,low,F,48,1819,1,160,2022-03-26,2022-04-25
608,F,Ship,3,1,167,high,F,34,1967,1,469,2022-05-11,2022-05-13
609,A,Ship,4,4,224,high,M,60,3145,1,225,2022-09-08,2022-09-13
610,B,Ship,4,4,158,medium,M,11,1224,1,48,2022-12-06,2023-01-16
611,C,Ship,3,4,134,medium,M,43,1198,1,119,2022-10-18,2022-12-01
612,F,Ship,4,2,147,medium,F,20,1387,1,36,2022-12-27,2023-01-09
613,D,Ship,4,3,187,low,M,61,2207,1,468,2022-08-18,2022-10-02
614,F,Ship,4,5,247,medium,F,18,2404,1,357,2022-08-10,2022-09-20
615,A,Ship,5,4,182,high,M,20,2212,1,338,2022-07-08,2022-07-13
616,B,Ship,4,1,177,medium,F,33,1049,1,313,2022-06-03,2022-06-18
617,C,Ship,5,5,143,high,F,18,1066,1,423,2022-03-29,2022-04-05
618,F,Ship,5,3,245,medium,F,8,3231,1,471,2022-11-19,2022-11-27
619,D,Ship,4,1,133,medium,M,64,1834,1,394,2022-05-23,2022-06-28
620,F,Ship,3,5,224,low,M,13,3891,1,464,2022-04-09,2022-04-11
621,A,Ship,2,5,265,low,F,50,3859,1,453,2022-11-27,2022-12-22
622,B,Ship,4,1,138,low,M,28,1528,1,58,2022-07-04,2022-08-12
623,C,Ship,3,4,253,low,M,6,3788,1,160,2022-11-06,2022-11-11
624,F,Ship,4,1,165,medium,M,51,1293,1,58,2022-03-21,2022-04-24
625,D,Ship,4,3,265,low,F,65,3578,1,353,2022-08-16,2022-09-23
626,F,Ship,3,2,238,high,F,54,3142,1,378,2022-10-16,2022-11-22
627,A,Ship,5,2,236,low,F,51,3402,1,37,2022-05-08,2022-06-05
628,B,Ship,4,2,190,high,F,38,3022,1,13,2022-08-06,2022-08-19
629,C,Ship,6,1,104,medium,F,23,1442,1,19,2022-09-14,2022-09-15
630,F,Ship,4,5,245,low,F,19,2616,1,49,2022-03-18,2022-04-03
631,D,Ship,3,1,155,medium,F,27,1022,1,10,2022-04-27,2022-05-12
632,F,Ship,3,2,233,low,M,63,2143,1,378,2022-08-08,2022-08-24
633,A,Ship,4,3,171,low,F,55,1539,1,275,2022-05-08,2022-06-01
634,B,Ship,2,3,164,low,M,56,1491,1,43,2022-04-29,2022-05-23
635,C,Ship,3,1,141,low,M,6,1361,1,364,2022-02-03,2022-03-17
636,F,Ship,5,3,266,low,F,61,2118,1,183,2022-11-01,2022-12-07
637,D,Ship,3,4,192,low,F,56,3765,1,307,2022-10-16,2022-11-08
638,F,Ship,3,3,229,medium,F,61,2298,1,8,2022-08-13,2022-08-25
639,A,Ship,6,2,269,medium,M,38,3171,1,31,2022-12-15,2023-01-20
640,B,Ship,3,4,247,low,M,59,2939,1,63,2022-04-16,2022-04-30
641,C,Ship,4,4,157,low,F,2,1087,1,214,2022-10-25,2022-11-25
642,F,Ship,3,2,148,medium,F,64,1280,1,195,2022-07-03,2022-07-23
643,D,Ship,4,1,240,low,M,14,2437,1,469,2022-09-07,2022-09-16
644,F,Ship,4,3,197,medium,M,58,3617,1,35,2022-05-02,2022-05-18
645,A,Ship,6,4,121,low,M,23,1734,1,406,2022-01-08,2022-01-26
646,B,Ship,4,2,124,high,M,60,1107,1,422,2022-03-02,2022-03-10
647,C,Ship,4,2,153,medium,F,53,1185,1,154,2022-04-05,2022-04-24
648,F,Ship,5,2,105,high,M,1,1622,1,401,2022-11-26,2022-12-11
649,D,Ship,4,3,202,medium,M,2,3962,1,245,2022-10-17,2022-11-05
650,F,Ship,5,4,162,low,F,54,1635,1,25,2022-04-15,2022-04-17
651,A,Ship,3,4,164,medium,M,13,1158,1,478,2022-03-28,2022-04-06
652,B,Ship,3,2,231,medium,M,48,3370,1,184,2022-04-26,2022-04-27
653,C,Ship,5,2,209,medium,F,12,2933,1,181,2022-12-09,2022-12-28
654,F,Ship,3,1,157,high,M,19,1898,1,67,2022-06-08,2022-07-17
655,D,Ship,4,5,249,low,M,4,2725,1,3,2022-02-11,2022-03-13
656,F,Ship,2,3,264,low,F,63,2896,1,473,2022-09-11,2022-09-18
657,A,Ship,3,1,111,low,M,61,1844,1,423,2022-09-15,2022-09-16
658,B,Ship,3,1,242,medium,F,10,3606,1,428,2022-05-04,2022-06-07
659,C,Road,4,4,169,low,M,23,1058,1,332,2022-12-27,2023-01-07
660,F,Road,5,3,138,low,M,13,1056,1,293,2022-12-24,2023-01-05
661,D,Road,5,1,158,low,M,9,1483,1,301,2022-12-16,2023-01-25
662,F,Road,5,3,146,low,M,5,1718,1,45,2022-12-28,2023-02-03
663,A,Road,4,4,218,medium,F,36,2995,1,131,2022-10-01,2022-10-17
664,B,Road,3,2,178,medium,F,22,1247,1,361,2022-12-29,2023-01-15
665,C,Road,4,5,197,low,F,34,3784,1,221,2022-07-25,2022-08-27
666,F,Road,3,3,243,medium,M,17,3230,1,144,2022-10-06,2022-11-06
667,D,Road,5,2,254,high,M,37,2608,1,290,2022-03-26,2022-04-22
668,F,Road,3,1,237,low,M,33,2782,1,241,2022-11-16,2022-11-21
669,A,Road,5,1,179,low,F,62,1945,1,110,2022-05-17,2022-06-19
